school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,17,Rural,GT3,T,Primary,Middle,other,services,course,father,2,20,0,0,0,0,0,0,1,0,0,Neutral,Low,Low,Very Low,Low,Average,0,13,13,13
MS,M,18,Rural,GT3,T,Primary,Secondary,at_home,other,course,mother,2,20,0,0,1,1,0,1,1,0,0,Neutral,Medium,High,Low,High,Average,0,8,10,9
MS,M,18,Urban,LE3,T,Higher,Higher,teacher,services,other,mother,2,30,0,0,0,0,0,1,1,1,1,Good,Low,Low,Low,Low,Very Good,0,15,16,16
MS,F,17,Rural,GT3,T,Primary,Primary,other,services,reputation,mother,3,10,1,0,1,0,0,1,1,1,1,Excellent,Low,Very Low,Very Low,Low,Very Bad,0,8,8,9
MS,F,18,Urban,GT3,T,Middle,Secondary,at_home,services,course,father,2,10,0,0,1,0,0,1,1,1,1,Excellent,Low,Medium,Very Low,Low,Good,0,10,10,10
MS,F,18,Rural,GT3,T,Higher,Higher,other,teacher,other,father,3,20,0,0,1,0,0,0,1,1,1,Neutral,Low,Low,High,Low,Very Good,0,7,5,0
MS,M,18,Rural,LE3,T,Primary,Middle,at_home,services,other,father,3,10,0,0,1,0,1,1,0,1,1,Good,Medium,Medium,Low,Medium,Average,3,9,10,10
MS,F,17,Urban,GT3,T,Middle,Middle,other,at_home,home,mother,1,30,0,0,0,0,1,1,1,0,1,Neutral,High,Medium,Very Low,Very Low,Average,8,10,11,12
MS,F,17,Rural,GT3,T,Primary,Middle,other,other,course,mother,1,10,0,0,0,0,1,1,1,1,0,Neutral,Very High,Very High,Very Low,Medium,Very Bad,4,7,8,9
MS,F,18,Rural,LE3,T,Higher,Higher,other,other,reputation,mother,2,30,0,0,0,0,0,1,1,1,0,Excellent,High,High,Very Low,Very Low,Very Bad,0,15,17,17
MS,F,18,Rural,GT3,T,Primary,Primary,other,other,home,mother,4,30,0,0,0,0,0,1,1,1,0,Good,Medium,Low,Very Low,Low,Good,4,10,11,12
MS,F,19,Rural,GT3,T,Primary,Primary,at_home,other,course,other,2,20,1,0,1,0,0,1,1,1,1,Good,Medium,Medium,Very Low,Very Low,Average,4,7,8,9
MS,F,18,Rural,LE3,T,Higher,Higher,teacher,services,course,mother,1,20,0,0,0,0,1,1,1,1,0,Excellent,High,Medium,Medium,High,Bad,1,13,14,14
MS,F,18,Urban,GT3,T,Secondary,Secondary,other,other,home,mother,1,20,0,0,0,0,0,1,1,1,1,Good,Very Low,Medium,Very Low,Low,Very Bad,1,16,16,16
MS,F,17,Rural,GT3,T,Secondary,Primary,at_home,other,reputation,mother,1,20,0,0,1,0,1,0,1,1,0,Good,Very High,High,Low,Medium,Very Bad,10,8,9,9
MS,M,18,Urban,GT3,T,Higher,Higher,teacher,teacher,home,father,1,20,0,0,0,0,1,0,1,1,0,Neutral,Low,High,Very Low,High,Bad,4,17,18,19
MS,M,18,Rural,GT3,T,Middle,Primary,other,other,other,mother,2,10,0,0,0,0,1,0,1,1,1,Good,High,Medium,Very Low,Medium,Very Good,0,7,7,0
MS,M,17,Urban,GT3,T,Middle,Secondary,other,services,home,father,2,20,0,0,0,0,1,1,1,1,0,Good,High,Medium,Very Low,Very Low,Average,4,14,15,16
MS,M,19,Rural,GT3,T,Primary,Primary,other,services,other,mother,2,10,1,0,0,0,0,1,1,0,0,Good,Medium,Low,Very Low,Medium,Very Good,0,5,8,0
MS,M,18,Rural,GT3,T,Higher,Middle,other,other,home,father,2,10,1,0,0,1,0,1,1,0,0,Excellent,High,Medium,High,Medium,Average,0,7,7,0
MS,F,18,Rural,GT3,T,Middle,Middle,at_home,other,other,mother,2,30,0,0,0,0,0,1,1,0,0,Excellent,Medium,Medium,Very Low,Medium,Good,0,14,17,15
MS,F,17,Urban,GT3,T,Higher,Secondary,teacher,other,other,mother,2,20,0,0,0,0,0,1,1,1,0,Excellent,Very High,High,Very Low,Very Low,Very Bad,0,6,9,11
MS,F,18,Rural,GT3,T,Higher,Higher,teacher,at_home,reputation,mother,3,10,0,0,1,0,1,1,1,1,1,Good,High,Medium,Low,Low,Very Good,4,7,9,10
MS,F,19,Rural,GT3,T,Middle,Secondary,services,other,course,mother,1,30,1,0,0,0,1,0,1,1,0,Excellent,High,Low,Very Low,Low,Very Good,4,10,11,10
MS,F,18,Urban,LE3,T,Secondary,Primary,teacher,services,course,mother,1,20,0,0,1,0,0,1,1,1,0,Good,Medium,High,Very Low,Very Low,Very Bad,4,15,15,16
MS,F,18,Urban,GT3,T,Primary,Primary,other,other,course,mother,2,20,0,0,0,0,1,1,1,0,0,Very Bad,Very Low,Very Low,Very Low,Very Low,Very Good,6,11,12,9
MS,M,17,Urban,LE3,T,Secondary,Primary,services,services,course,mother,2,10,0,0,0,0,0,0,1,1,0,Bad,High,Very High,Medium,High,Bad,6,10,10,10
MS,M,18,Rural,LE3,T,Secondary,Middle,services,other,course,mother,3,10,0,0,0,0,0,0,1,1,0,Good,High,Very Low,Medium,High,Very Good,4,10,11,11
